,Home,1h,Th,Away,1w,Tw,home_ATRatio,home_Apg,home_BPpg,home_Bpg,home_EFG%,home_FbP,home_Fg%,home_Fg%D,home_Fpg,home_FTApg,home_FTp,home_FTMpg,home_RM,RDpg_x,home_ROpg,home_Rpg,home_SD,home_SO,home_SM,home_Spg,home_3PApg,home_3P%,home_3PD%,home_3Ppg,home_TOM,home_Tpg,home_TFpg,away_ATRatio,away_Apg,away_BPpg,away_Bpg,away_EFG%,away_FbP,away_Fg%,away_Fg%D,away_Fpg,away_FTApg,away_FTp,away_FTMpg,away_RM,RDpg_y,away_ROpg,away_Rpg,away_SD,away_SO,away_SM,away_Spg,away_3PApg,away_3P%,away_3PD%,away_3Ppg,away_TOM,away_Tpg,away_TFpg
515,Marshall,44,80,FIU,25,69,1.16,14.6,14.4,5.6,0.451,10.2,40.43,42.508,17.0,19.0,73.68,14.0,-1.0,27.6,13.0,40.6,73.8,72.4,-1.0,7.2,24.4,24.59,28.6,6.0,1.8,12.6,14.4,0.84,14.4,22.29,2.9,0.485,12.43,42.25,50.396,19.3,16.6,66.38,11.0,-7.0,17.86,12.14,30.0,77.9,70.0,-7.0,12.9,25.6,29.61,34.9,7.6,3.0,17.1,20.14
516,Purdue,30,73,Gonzaga,35,63,1.37,17.2,23.8,5.6,0.554,11.2,48.61,35.061,14.2,26.2,70.99,18.6,9.0,31.8,9.8,41.6,60.6,82.4,21.0,7.0,19.8,39.39,22.1,7.8,-0.8,12.6,11.8,1.25,16.5,27.0,2.8,0.55,17.5,50.18,37.452,16.0,15.5,66.13,10.2,16.0,31.75,15.75,47.5,64.5,87.0,22.0,9.0,23.2,29.03,23.2,6.8,-0.8,13.2,12.5
517,Louisiana,34,85,Wright St.,45,91,1.27,15.2,17.0,5.0,0.545,13.2,47.02,46.454,17.2,16.4,75.61,12.4,1.0,22.2,13.0,35.2,71.2,82.0,10.0,8.2,26.2,36.64,19.5,9.6,3.2,12.0,15.2,0.9,12.4,16.6,3.2,0.548,6.4,49.5,53.698,16.4,18.2,75.82,13.8,3.0,23.2,11.2,34.4,88.4,80.2,-8.0,5.0,17.4,36.78,35.7,6.4,-4.4,13.8,9.4
518,Florida St.,42,83,UNLV,35,75,1.17,16.8,30.6,4.8,0.552,14.0,49.03,43.878,22.2,22.2,66.67,14.8,-2.0,25.6,9.8,35.4,73.8,83.2,9.0,11.8,22.0,34.55,23.9,7.6,4.0,14.4,18.4,1.1,11.0,23.6,3.2,0.53,7.4,47.04,50.172,14.2,16.8,71.43,12.0,-2.0,21.0,9.8,30.8,74.6,72.8,-1.0,6.4,22.0,30.91,40.2,6.8,2.2,10.0,12.2
519,Fordham,43,72,Kent St.,40,79,0.57,10.0,24.2,3.4,0.451,10.4,38.99,41.176,21.8,28.4,59.86,17.0,0.0,23.4,14.0,37.4,68.8,67.0,-1.0,7.2,23.4,29.06,28.6,6.8,-0.6,17.4,16.8,1.04,13.5,24.17,2.8,0.504,14.0,44.0,41.691,20.0,26.3,75.32,19.8,2.0,25.0,12.67,37.67,71.7,82.8,11.0,8.2,24.0,33.33,38.1,8.0,4.7,13.0,17.67
520,Ga. Southern,29,64,East Carolina,37,82,0.58,8.5,34.5,2.7,0.486,8.17,40.0,50.0,21.7,18.3,76.36,14.0,-5.0,20.33,11.17,31.5,84.8,70.7,-14.0,6.2,29.8,33.52,43.3,10.0,-1.0,14.7,13.67,1.23,15.0,16.67,2.8,0.549,11.33,48.41,46.608,16.3,26.8,70.19,18.8,6.0,23.67,12.83,36.5,72.8,82.0,9.0,8.5,22.3,33.58,33.8,7.5,2.2,12.2,14.33
521,George Mason,34,73,South Dakota St.,36,71,0.89,11.2,17.8,3.6,0.509,6.6,43.54,38.966,15.8,20.0,75.0,15.0,7.0,28.4,11.2,39.6,62.8,70.2,7.0,5.2,22.2,36.04,35.2,8.0,-2.0,12.6,10.6,0.9,11.4,11.6,3.2,0.531,6.8,46.25,44.051,14.4,16.6,61.45,10.2,1.0,26.6,10.8,37.4,76.6,75.4,-1.0,6.6,22.0,38.18,35.2,8.4,-1.4,12.6,11.2
522,Wisconsin,28,65,Virginia,18,41,1.08,11.4,22.4,1.8,0.51,4.4,46.21,45.276,17.2,22.6,71.68,16.2,4.0,22.2,11.6,33.8,67.4,75.4,8.0,6.2,17.4,32.18,34.3,5.6,4.2,10.6,14.8,1.83,15.0,23.8,7.0,0.516,5.8,45.31,35.036,13.8,21.4,67.29,14.4,-2.0,24.8,8.6,33.4,53.8,67.2,13.0,9.8,16.6,38.55,28.2,6.4,6.2,8.2,14.4
523,Rider,25,48,Stony Brook,34,55,0.98,12.8,22.2,3.8,0.432,10.6,39.27,40.203,17.2,15.8,60.76,9.6,1.0,29.2,12.4,41.6,71.6,66.8,-4.0,8.2,20.6,25.24,29.2,5.2,-0.4,13.0,12.6,1.0,9.2,24.6,3.8,0.448,6.8,39.2,44.231,13.2,16.8,66.67,11.2,-5.0,24.2,12.2,36.4,71.4,69.2,-2.0,8.6,24.4,29.51,35.7,7.2,4.8,9.2,14.0
524,Charleston So.,30,73,Bethune-Cookman,36,79,1.0,14.6,21.2,3.0,0.586,12.0,50.9,42.763,18.2,18.4,70.65,13.0,2.0,25.2,9.6,34.8,73.4,78.4,5.0,3.8,21.6,39.81,27.6,8.6,-4.2,14.6,10.4,1.37,16.8,27.0,3.8,0.51,27.5,45.42,39.091,19.2,19.5,70.51,13.8,9.0,26.25,17.75,44.0,65.5,89.0,23.0,17.2,27.0,30.56,32.3,8.2,11.5,12.2,23.75
525,Delaware St.,30,72,NJIT,46,81,0.66,10.6,21.4,1.2,0.399,11.4,37.29,48.872,18.6,22.0,65.45,14.4,0.0,20.2,13.8,34.0,77.4,62.8,-14.0,10.4,13.6,23.53,40.4,3.2,1.4,16.0,17.4,0.72,10.2,16.25,1.2,0.464,5.25,40.45,44.048,22.2,21.0,69.05,14.5,-15.0,21.0,8.25,29.25,83.8,65.5,-18.0,6.5,21.5,30.23,36.4,6.5,-3.0,14.2,11.25
526,Howard,24,61,Bryant,36,67,0.66,10.5,24.5,3.2,0.496,14.83,43.02,46.809,18.7,25.2,72.85,18.3,2.0,27.0,10.33,37.33,80.0,75.2,-4.0,5.7,21.2,35.43,33.3,7.5,-5.2,16.0,10.83,1.2,13.0,23.5,7.0,0.52,14.5,44.44,34.975,17.5,18.0,64.81,11.7,-3.0,32.5,8.33,40.83,69.0,77.2,8.0,6.5,25.5,37.25,28.7,9.5,0.2,10.8,11.0
527,UMass Lowell,34,69,Saint Peter's,29,61,0.84,12.2,22.4,5.0,0.537,11.0,49.66,36.513,17.8,18.8,75.53,14.2,8.0,29.4,11.4,40.8,60.4,77.8,17.0,6.8,15.2,31.58,20.5,4.8,-1.4,14.6,13.2,0.75,10.2,30.25,2.8,0.449,7.75,39.11,43.333,22.0,19.0,82.89,15.8,9.0,22.25,14.5,36.75,64.5,66.2,1.0,7.8,20.0,32.5,36.8,6.5,0.2,13.8,14.0
